Wavelength (nm),Current (A)
1520,4.86944e-05
1521,5.456159999999998e-05
1522,6.015839999999999e-05
1523,6.781919999999998e-05
1524,7.028319999999998e-05
1525,6.759199999999999e-05
1526,6.343999999999998e-05
1527,5.862559999999998e-05
1528,5.549759999999998e-05
1529,5.14656e-05
1530,4.694559999999999e-05
1531,4.3376000000000006e-05
1532,3.985920000000001e-05
1533,3.675360000000001e-05
1534,3.43536e-05
1535,3.11136e-05
1536,2.8851199999999996e-05
1537,2.73664e-05
1538,2.5321599999999995e-05
1539,2.4439999999999996e-05
1540,2.31616e-05
1541,2.1999999999999996e-05
1542,2.0942399999999995e-05
1543,1.9604799999999992e-05
1544,1.9201599999999996e-05
1545,1.6947199999999996e-05
1546,1.6870399999999997e-05
1547,1.5886399999999998e-05
1548,1.5235199999999998e-05
1549,1.4148799999999996e-05
1550,1.33584e-05
1551,1.20784e-05
1552,1.2097600000000001e-05
1553,1.1607999999999998e-05
1554,1.1768e-05
1555,1.16832e-05
1556,1.0745600000000001e-05
1557,1.0884799999999998e-05
1558,1.06832e-05
1559,1.0964799999999999e-05
1560,1.01536e-05
1561,1.0123200000000002e-05
1562,1.09184e-05
1563,1.07504e-05
1564,1.13056e-05
1565,1.32592e-05
1566,1.3913599999999998e-05
1567,1.5886399999999994e-05
1568,1.74384e-05
1569,1.8372799999999998e-05
1570,2.1083199999999995e-05
