Wavelength (nm),Current (A)
1520,1.6998399999999996e-05
1521,1.8571199999999996e-05
1522,1.9307199999999994e-05
1523,2.1076799999999994e-05
1524,2.2739199999999997e-05
1525,2.2060799999999997e-05
1526,2.19776e-05
1527,2.0020799999999993e-05
1528,1.9183999999999998e-05
1529,1.8391999999999996e-05
1530,1.7431999999999995e-05
1531,1.6207999999999995e-05
1532,1.4595199999999997e-05
1533,1.4369599999999999e-05
1534,1.2975999999999999e-05
1535,1.3252799999999998e-05
1536,1.25936e-05
1537,1.0899199999999999e-05
1538,1.11984e-05
1539,1.0703999999999998e-05
1540,1.08208e-05
1541,1.04224e-05
1542,1.0947199999999999e-05
1543,9.961600000000001e-06
1544,1.0633600000000001e-05
1545,1.0086399999999999e-05
1546,9.420800000000001e-06
1547,9.072e-06
1548,9.232e-06
1549,9.723200000000002e-06
1550,8.8272e-06
1551,9.137599999999999e-06
1552,8.812800000000001e-06
1553,9.192e-06
1554,9.472000000000002e-06
1555,8.875200000000001e-06
1556,8.8144e-06
1557,9.0208e-06
1558,8.9008e-06
1559,8.7536e-06
1560,8.841600000000002e-06
1561,7.985600000000002e-06
1562,8.352e-06
1563,8.550400000000002e-06
1564,8.672000000000001e-06
1565,8.848e-06
1566,8.808000000000001e-06
1567,9.150400000000001e-06
1568,9.433600000000002e-06
1569,9.128000000000001e-06
1570,9.2688e-06
