Wavelength (nm),Current (A)
1520,0.0005546480000000001
1521,0.0005698975999999999
1522,0.0005966912000000001
1523,0.0006414864000000001
1524,0.0006768240000000001
1525,0.0006875024
1526,0.0007036592000000001
1527,0.0007222912
1528,0.0007543616
1529,0.0007709327999999998
1530,0.0007929456
1531,0.000815264
1532,0.0008315999999999999
1533,0.0008536623999999996
1534,0.0008668591999999997
1535,0.0008753791999999998
1536,0.0008896864
1537,0.0008983872000000001
1538,0.0009051104000000003
1539,0.0009100064000000001
1540,0.0009132816
1541,0.0009217712000000001
1542,0.0009195568000000001
1543,0.0009177392000000003
1544,0.0009214320000000001
1545,0.0009167712000000001
1546,0.0009166416
1547,0.0009090160000000001
1548,0.0008938208000000002
1549,0.0008866944000000001
1550,0.0008713647999999997
1551,0.0008523663999999997
1552,0.0008433952
1553,0.000819088
1554,0.0008065728
1555,0.0007825359999999999
1556,0.0007598256000000001
1557,0.0007462511999999999
1558,0.0007246863999999999
1559,0.0006990768
1560,0.0006825520000000001
1561,0.0006644480000000001
1562,0.0006477983999999999
1563,0.0006335952000000002
1564,0.0006153696
1565,0.0006194624
1566,0.0005837744
1567,0.0005618864
1568,0.0005428736
1569,0.0005334447999999999
1570,0.0005275728000000001
