Wavelength (nm),Current (A)
1520,3.1907200000000005e-05
1521,3.554720000000001e-05
1522,3.935840000000002e-05
1523,4.455680000000001e-05
1524,4.74704e-05
1525,4.465600000000001e-05
1526,4.1985600000000014e-05
1527,3.972000000000001e-05
1528,3.7633600000000005e-05
1529,3.4737600000000004e-05
1530,3.1267200000000004e-05
1531,2.90672e-05
1532,2.74016e-05
1533,2.5670399999999997e-05
1534,2.4014399999999995e-05
1535,2.3067199999999995e-05
1536,2.1105599999999997e-05
1537,2.0942399999999995e-05
1538,1.99264e-05
1539,1.8673599999999993e-05
1540,1.7599999999999994e-05
1541,1.5697599999999997e-05
1542,1.4926399999999997e-05
1543,1.4495999999999998e-05
1544,1.27776e-05
1545,1.2982399999999998e-05
1546,1.2136e-05
1547,1.2107199999999998e-05
1548,1.1633599999999998e-05
1549,1.13456e-05
1550,1.0657600000000003e-05
1551,1.1091200000000001e-05
1552,1.06544e-05
1553,1.0864000000000001e-05
1554,1.0352e-05
1555,1.01536e-05
1556,1.0003200000000001e-05
1557,9.5232e-06
1558,1.02272e-05
1559,9.547200000000002e-06
1560,9.310400000000002e-06
1561,9.932799999999997e-06
1562,9.0928e-06
1563,9.616000000000002e-06
1564,1.04448e-05
1565,1.1364799999999998e-05
1566,1.1313600000000001e-05
1567,1.2126399999999998e-05
1568,1.3342399999999998e-05
1569,1.3940799999999999e-05
1570,1.4263999999999996e-05
