Wavelength (nm),Current (A)
1520,8.764800000000001e-06
1521,8.5072e-06
1522,8.584000000000001e-06
1523,9.390399999999999e-06
1524,9.3376e-06
1525,9.648000000000001e-06
1526,1.02672e-05
1527,9.489600000000001e-06
1528,9.145600000000001e-06
1529,9.6368e-06
1530,9.083200000000001e-06
1531,9.6272e-06
1532,9.793599999999999e-06
1533,9.616000000000002e-06
1534,9.243200000000002e-06
1535,9.104000000000001e-06
1536,8.9776e-06
1537,9.4592e-06
1538,8.912e-06
1539,9.7296e-06
1540,8.940800000000001e-06
1541,9.510400000000001e-06
1542,8.740800000000001e-06
1543,8.897600000000003e-06
1544,9.5456e-06
1545,9.5888e-06
1546,9.619200000000001e-06
1547,9.7184e-06
1548,9.6928e-06
1549,1.0088e-05
1550,1.05792e-05
1551,9.851200000000001e-06
1552,1.06912e-05
1553,1.02064e-05
1554,1.07504e-05
1555,1.0438399999999998e-05
1556,9.859200000000002e-06
1557,1.01136e-05
1558,1.0342399999999998e-05
1559,1.0375999999999999e-05
1560,1.0409600000000001e-05
1561,1.06992e-05
1562,1.1235200000000002e-05
1563,1.15456e-05
1564,1.1484799999999999e-05
1565,1.10016e-05
1566,1.0502400000000003e-05
1567,1.0408000000000001e-05
1568,9.968e-06
1569,8.948800000000003e-06
1570,8.8e-06
