Wavelength (nm),Current (A)
1520,1.00512e-05
1521,9.635199999999999e-06
1522,9.9104e-06
1523,9.8176e-06
1524,9.692800000000001e-06
1525,1.0199999999999999e-05
1526,9.977599999999999e-06
1527,9.2976e-06
1528,9.6928e-06
1529,1.0361600000000001e-05
1530,9.9712e-06
1531,9.7792e-06
1532,1.0166399999999998e-05
1533,9.400000000000001e-06
1534,1.00256e-05
1535,1.0032000000000002e-05
1536,9.678400000000002e-06
1537,9.729599999999999e-06
1538,1.0073600000000003e-05
1539,1.00752e-05
1540,9.8464e-06
1541,9.897600000000002e-06
1542,1.0198399999999999e-05
1543,9.7728e-06
1544,9.751999999999999e-06
1545,9.8832e-06
1546,9.686400000000001e-06
1547,1.02272e-05
1548,1.0375999999999999e-05
1549,9.9744e-06
1550,9.875200000000002e-06
1551,9.7264e-06
1552,1.0291199999999999e-05
1553,9.4832e-06
1554,9.574400000000001e-06
1555,1.0136000000000001e-05
1556,1.05872e-05
1557,9.5696e-06
1558,9.2864e-06
1559,1.04464e-05
1560,1.0099199999999998e-05
1561,1.0264e-05
1562,8.979200000000002e-06
1563,1.03264e-05
1564,9.992e-06
1565,9.456e-06
1566,9.928e-06
1567,1e-05
1568,9.715200000000001e-06
1569,9.574400000000001e-06
1570,9.7344e-06
