Wavelength (nm),Current (A)
1520,1.14672e-05
1521,1.20064e-05
1522,1.2580799999999998e-05
1523,1.2828799999999997e-05
1524,1.2723199999999997e-05
1525,1.3139199999999996e-05
1526,1.3321599999999996e-05
1527,1.3510399999999997e-05
1528,1.33232e-05
1529,1.2340799999999999e-05
1530,1.33472e-05
1531,1.3161599999999998e-05
1532,1.2611199999999999e-05
1533,1.2540799999999999e-05
1534,1.23024e-05
1535,1.2537599999999998e-05
1536,1.2448000000000002e-05
1537,1.1312e-05
1538,1.1256e-05
1539,1.2276799999999999e-05
1540,1.1611199999999998e-05
1541,1.2406399999999999e-05
1542,1.23872e-05
1543,1.1619199999999999e-05
1544,1.2041599999999998e-05
1545,1.1843199999999997e-05
1546,1.1310399999999998e-05
1547,1.2243199999999998e-05
1548,1.2311999999999998e-05
1549,1.2028799999999999e-05
1550,1.20112e-05
1551,1.132e-05
1552,1.2526399999999998e-05
1553,1.17056e-05
1554,1.1454399999999997e-05
1555,1.2080000000000001e-05
1556,1.1476800000000002e-05
1557,1.2438399999999998e-05
1558,1.22672e-05
1559,1.2041599999999998e-05
1560,1.2246399999999998e-05
1561,1.2641600000000001e-05
1562,1.1409599999999998e-05
1563,1.2230399999999997e-05
1564,1.2047999999999997e-05
1565,1.1844799999999999e-05
1566,1.15728e-05
1567,1.152e-05
1568,1.1505599999999999e-05
1569,1.1275200000000002e-05
1570,1.09424e-05
