Wavelength (nm),Current (A)
1520,8.723200000000001e-06
1521,9.401600000000002e-06
1522,1.0363200000000001e-05
1523,1.0526399999999998e-05
1524,1.05152e-05
1525,1.00976e-05
1526,9.913600000000001e-06
1527,1.0555199999999998e-05
1528,1.10832e-05
1529,1.0412800000000003e-05
1530,1.07744e-05
1531,1.0176000000000002e-05
1532,1.10864e-05
1533,1.05152e-05
1534,1.1272000000000002e-05
1535,1.0169599999999998e-05
1536,1.12768e-05
1537,1.05952e-05
1538,1.0644800000000002e-05
1539,1.1368e-05
1540,1.1161599999999997e-05
1541,1.0784e-05
1542,1.2251199999999997e-05
1543,1.1150400000000001e-05
1544,1.1430399999999998e-05
1545,1.1527999999999999e-05
1546,1.1767999999999998e-05
1547,1.1515200000000001e-05
1548,1.1769599999999998e-05
1549,1.2134399999999999e-05
1550,1.14336e-05
1551,1.1892799999999997e-05
1552,1.29568e-05
1553,1.3428799999999996e-05
1554,1.3211199999999998e-05
1555,1.3169599999999998e-05
1556,1.26176e-05
1557,1.3351999999999997e-05
1558,1.2750399999999999e-05
1559,1.2263999999999996e-05
1560,1.3887999999999996e-05
1561,1.3559999999999996e-05
1562,1.3305599999999997e-05
1563,1.3180799999999998e-05
1564,1.3195199999999999e-05
1565,1.3710399999999998e-05
1566,1.3191999999999998e-05
1567,1.3102399999999998e-05
1568,1.1900799999999996e-05
1569,1.11856e-05
1570,1.09424e-05
