Wavelength (nm),Current (A)
1520,5.4912000000000006e-05
1521,5.8380000000000014e-05
1522,6.939199999999999e-05
1523,5.7940000000000004e-05
1524,7.3308e-05
1525,5.634800000000002e-05
1526,7.7876e-05
1527,8.513199999999998e-05
1528,7.2284e-05
1529,6.421600000000001e-05
1530,7.327200000000001e-05
1531,6.2056e-05
1532,7.8668e-05
1533,6.794800000000001e-05
1534,6.8544e-05
1535,6.9608e-05
1536,6.548400000000001e-05
1537,7.470800000000002e-05
1538,5.7064e-05
1539,7.408800000000001e-05
1540,7.1572e-05
1541,6.519600000000002e-05
1542,6.204400000000002e-05
1543,6.176800000000001e-05
1544,6.4356e-05
1545,7.365200000000002e-05
1546,5.8248000000000016e-05
1547,6.254400000000002e-05
1548,5.554000000000001e-05
1549,5.215200000000001e-05
1550,5.9800000000000003e-05
1551,6.3856e-05
1552,5.718000000000001e-05
1553,6.930400000000001e-05
1554,6.6444e-05
1555,6.226e-05
1556,7.3472e-05
1557,7.202800000000001e-05
1558,6.5604e-05
1559,6.177600000000001e-05
1560,5.992e-05
1561,6.5524e-05
1562,7.0316e-05
1563,5.572800000000001e-05
1564,6.863600000000001e-05
1565,6.065200000000001e-05
1566,6.8012e-05
1567,5.4076e-05
1568,6.114000000000001e-05
1569,6.713200000000001e-05
1570,6.4396e-05
