Wavelength (nm),Current (A)
1520,8.756800000000002e-06
1521,8.923200000000001e-06
1522,9.339200000000002e-06
1523,9.704e-06
1524,1.0440000000000002e-05
1525,1.0371199999999998e-05
1526,1.0110399999999999e-05
1527,1.02256e-05
1528,1.0832e-05
1529,9.724800000000002e-06
1530,1.00976e-05
1531,1.0363200000000001e-05
1532,9.9664e-06
1533,1.0815999999999998e-05
1534,9.9712e-06
1535,1.0943999999999999e-05
1536,1.0870400000000004e-05
1537,1.0024000000000001e-05
1538,1.0576000000000002e-05
1539,1.0267199999999999e-05
1540,1.0854399999999997e-05
1541,1.04272e-05
1542,1.05344e-05
1543,1.04992e-05
1544,1.09776e-05
1545,1.0721599999999999e-05
1546,1.11536e-05
1547,1.12704e-05
1548,1.13968e-05
1549,1.20992e-05
1550,1.0990399999999999e-05
1551,1.17088e-05
1552,1.1999999999999999e-05
1553,1.15248e-05
1554,1.2108799999999998e-05
1555,1.20688e-05
1556,1.27424e-05
1557,1.2104e-05
1558,1.1523199999999998e-05
1559,1.2747199999999999e-05
1560,1.2468799999999998e-05
1561,1.3105599999999997e-05
1562,1.2366399999999997e-05
1563,1.20016e-05
1564,1.2635199999999997e-05
1565,1.2830399999999998e-05
1566,1.14368e-05
1567,1.0980799999999998e-05
1568,1.0768000000000001e-05
1569,9.7488e-06
1570,9.4112e-06
