Wavelength (nm),Current (A)
1520,9.731200000000001e-06
1521,9.672000000000002e-06
1522,1.1239999999999997e-05
1523,1.1748799999999998e-05
1524,1.19008e-05
1525,1.2366399999999997e-05
1526,1.1854400000000001e-05
1527,1.176e-05
1528,1.1409600000000002e-05
1529,1.1512000000000001e-05
1530,1.0663999999999998e-05
1531,1.01744e-05
1532,1.0688e-05
1533,9.841599999999999e-06
1534,1.0310400000000002e-05
1535,9.2432e-06
1536,9.308800000000001e-06
1537,9.556800000000001e-06
1538,9.7872e-06
1539,9.304000000000001e-06
1540,8.859200000000002e-06
1541,8.9824e-06
1542,9.440000000000001e-06
1543,8.8e-06
1544,8.676800000000003e-06
1545,8.654400000000001e-06
1546,8.875200000000001e-06
1547,8.808e-06
1548,7.864e-06
1549,8.091200000000001e-06
1550,8.3024e-06
1551,8.025600000000002e-06
1552,8.521600000000002e-06
1553,8.5424e-06
1554,8.3552e-06
1555,8.366400000000002e-06
1556,7.779200000000002e-06
1557,8.256000000000002e-06
1558,8.240000000000002e-06
1559,7.5504000000000014e-06
1560,8.089600000000001e-06
1561,7.3392000000000025e-06
1562,7.915200000000002e-06
1563,8.137600000000002e-06
1564,7.441600000000001e-06
1565,8.107200000000003e-06
1566,7.841600000000001e-06
1567,7.353600000000002e-06
1568,7.0448000000000016e-06
1569,7.7216e-06
1570,7.355200000000001e-06
